,CaseNum,Date,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal,Species,Source,href,Species2,Activity2
1737,2003.09.29,29-Sep-2003,2003.0,Unprovoked,FIJI,Taveuni,Welagi coastal reef off Drekeniwai,Wading to shore from his boat,M,FATAL abdomen bitten,Y,Invalid,"R. Weeks, GSAF; Fiji Times, 10/2/2003; Fiji TV",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.29-Mate.pdf,INVALID ENTRY,Wading
1738,2003.09.28,28-Sep-2003,2003.0,Unprovoked,USA,Florida,"North Hutchinson Island, St. Lucie Couny",Surfing,M,Arm lacerated,N,Invalid,"7News Online;  Vero Beach Press Journal, Fort Pierce Tribune, Stuart News, 10/1/2003",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.28-S.Johnson.pdf,INVALID ENTRY,Surfing
1739,2003.09.21,21-Sep-2003,2003.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,Left foot bitten,N,Invalid,"S. Petersohn, GSAF; Daytona Beach News Journal, 9/22/2003, p.1C",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.21-Jimmy-Arnold.pdf,INVALID ENTRY,Surfing
1740,2003.09.19,19-Sep-2003,2003.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,Left heel lacerated,N,Invalid,"S. Petersohn, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.19-DavidCales.pdf,INVALID ENTRY,Surfing
1741,2003.09.17,17-Sep-2003,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,3 puncture wounds on left foot,N,Invalid,"S. Petersohn, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.17-AB.pdf,INVALID ENTRY,Surfing
1742,2003.09.14.c,14-Sep-2003,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Left foot: lacerations on heel and sole,N,3' shark,"S. Petersohn, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.14.c-JasonWilliams.pdf,OTHER / NOT KNOWN,Surfing
1743,2003.09.14.b,14-Sep-2003,2003.0,Boat,SOUTH AFRICA,Western Cape Province,Melkbosstrand,Fishing ,,"No injury to occupants, shark bit boat",N,2 m cow shark,"E. Ritter, GSAF ",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.14.b-CowShark.pdf,OTHER / NOT KNOWN,Fishing
1744,2003.09.14.a,14-Sep-2003,2003.0,Invalid,USA,Florida,"Bathtub Reef Beach, Martin County",Swimming,F,Puncture wounds on inner thigh,UNKNOWN,Shark involvement doubtful,"Fort Pierce Tribune, 9/15/2003",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.14.a-girl.pdf,INVALID ENTRY,Swimming
1745,2003.09.13.b,13-Sep-2003,2003.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County ",Body boarding,M,Left calf avulsion,N,6' shark,"S. Petersohn, GSAF; News Journal Online; Orlando Sentinel, 9/15/2003, p.B2; R. Weiss, Daytona Beach News Journal, 9/15/2001, p.3C",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.13.b-Edelson.pdf,OTHER / NOT KNOWN,Other types of Boarding sports
1746,2003.09.13.a,13-Sep-2003,2003.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County","Standing, stepped on shark",M,Ankle lacerated,N,7' shark,"P. Caston, Post & Courier",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.13.a-JoeDavis.pdf,OTHER / NOT KNOWN,"Standing, stepped on shark"
1747,2003.09.12,12-Sep-2003,2003.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Near the wreck of the Kakapo off Noordhoek Beach,Body boarding,M,"FATAL, left thigh, buttocks, back of spine, abdomen & chest bitten  ",Y,White shark,"E. Ritter, GSAF;      http://www.wavescape.co.za/top_bar/locals_only9.htm                               ",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.12-Bornman.pdf,White shark,Other types of Boarding sports
1748,2003.09.00,Sep-2003,2003.0,Unprovoked,USA,Florida,"Boca Grande, Lee County",Wade-fishing,M,2 lacerations on each side of Achilles tendon,N,Invalid,"B. Stout, News-Press, 9/24/2003",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.00-wade-fisherman.pdf,INVALID ENTRY,Fishing
1749,2003.08.29,29-Aug-2003,2003.0,Provoked,USA,Texas,1.5 miles off Surfside ,Fishing,M,PROVOKED INCIDENT Hooked shark pulled onboard bit his arm  ,N,1.2 m [4'] bull shark,http://www.dfw.com/mld/startelegram/news/state/6656592.htm?1c,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.08.29-Gonzalez.pdf,Bull shark,Fishing
1750,2003.08.19,19-Aug-2003,2003.0,Unprovoked,USA,California,"Avila Beach, San Luis Obispo County","Swimming, wearing black wetsuit & swim fins",F,"FATAL          Hip & upper thigh bitten, femoral artery severed ",Y,4.5 m to 5.5 m [15' to 18'] white shark,"R. Collier, GSAF                ",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.08.19-Franzman.pdf,White shark,Swimming
1751,2003.08.12,12-Aug-2003,2003.0,Invalid,USA,California,"Venice Beach, Los Angeles County",Swimming,M,Left ankle lacerated,UNKNOWN,Shark involvement not confirmed,ABC News,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.08.12-VeniceBeach.pdf,OTHER / NOT KNOWN,Swimming
1752,2003.08.08,08-Aug-2003,2003.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey’s Bay,Sitting on surfboard,M,"No injury, wetsuit torn & board bitten",N,3.5 m [11.5'] white shark,"E. Ritter, GSAF  http://sport.iafrica.com/news/261271.htm       ",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.08.08-Krone.pdf,White shark,Surfing
1753,2003.07.26.R,Reported 26-Jul-2003,2003.0,Unprovoked,AUSTRALIA,Northern Territory,Nhulunbuy,Surf skiing,M,"No injury, flung into water when shark bit rudder of ski",N,Invalid,"Northern Territory News, 7/26/2003, p.1",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.07.26.R-Gunda.pdf,INVALID ENTRY,Skiing
1754,2003.07.20,20-Jul-2003,2003.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,Laceration to little finger of  right hand,N,Invalid,"S. Petersohn, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.07.20-McGovern.pdf,INVALID ENTRY,Surfing
1755,2003.07.15,15-Jul-2003,2003.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Wading,F,Heel & sole of left foot,N,Invalid,"S. Petersohn, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.07.15-CK.pdf,INVALID ENTRY,Wading
1756,2003.07.09,10-Jul-2003,2003.0,Unprovoked,BAHAMAS,Abaco Islands,Bakers Bay,Spearfishing,M,Right thigh bitten,N,Unidentified species,"M. Levine, GSAF; Associated Press, 7/12/03",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.07.09-Horton.pdf,OTHER / NOT KNOWN,Fishing
1757,2003.07.05.b,05-Jul-2003,2003.0,Provoked,USA,Florida,"Near New Smyrna Jetty, Volusia County","Walking, carrying surfboard & stepped on shark",M,3 puncture wounds on right lateral ankle PROVOKED INCIDENT,N,2' shark,"S. Petersohn, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.07.05.b-PL.pdf,OTHER / NOT KNOWN,Surfing
1758,2003.07.05.a,05-Jul-2003,2003.0,Unprovoked,USA,Florida,"Canova Beach, Brevard County",Surfing,M,Left foot bitten,N,1.5 m to 1.8 m [5' to 6'] shark,Vero Beach Press Journal (FL) 7/9/2003,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.07.05.a-Ingram.pdf,OTHER / NOT KNOWN,Surfing
1759,2003.07.04,04-Jul-2003,2003.0,Unprovoked,BAHAMAS,Abaco Islands,10 miles west of Walker’s Cay,Spearfishing,M,Left calf bitten,N,2.1 m  [7'] bull shark,"Associated Press, 7/12/03; Palm Beach Post, 7/7/2003 ",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.07.04-BenBrown.pdf,Bull shark,Fishing
1760,2003.07.00.c,Jul-2003,2003.0,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Spearfishing,M,Laceration to toe,N,8' great hammerhead shark,M. Marks,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.07.00.c-MarkMarks.pdf,Hammerhead shark,Fishing
1761,2003.07.00.b,Late Jul-2003,2003.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Moorea,Spearfishing,M,Leg bitten,N,Invalid,Noonsite.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.07.00.b-Moorea.pdf,INVALID ENTRY,Fishing
1762,2003.07.00.a,Jul-2003,2003.0,Unprovoked,NEW ZEALAND,Cook Islands,Beveridge Reef,Snorkeling,M,Chest & buttocks  bitten,N,Grey reef shark,R. & J. Zorro; Noonsite.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.07.00.a-BeveridgeReef.pdf,Reef shark,Snorkeling
1763,2003.06.30,30-Jun-2003,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Right foot & toes lacerated,N,Unidentified species,"S. Petersohn, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.06.30-EW..pdf,OTHER / NOT KNOWN,Surfing
1764,2003.06.26,26-Jun-2003,2003.0,Unprovoked,USA,Florida,St Augustine Beach. St. Johns County,Surfing,M,Ankle lacerated,N,106 cm [3.5']  shark,Local6.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.06.26-Tostevin.pdf,OTHER / NOT KNOWN,Surfing
1765,2003.06.24.c,24-Jun-2003,2003.0,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",NOT SPECIFIED,M,FATAL,Y,Invalid,"JCOnline, 6/23/2012",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.06.24.c-MosesAlbuquerque.pdf,INVALID ENTRY,INVALID
1766,2003.06.24.b,24-Jun-2003,2003.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Standing,F,2 lacerations to the thigh,N,“small brown shark”,"Florida Today, 6/26/ 2003; WKMG Local 6",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.06.24.b-Hathaway.pdf,Brown shark,Standing
1767,2003.06.24.a,24-Jun-2003,2003.0,Unprovoked,USA,Hawaii,"Makua Beach, Oahu",Swimming with pod of dolphins,M,Right foot bitten,N,3.7 m to 4.3 m [12' to 14'] shark,Honolulu Advertiser,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.06.24.a-Marrack.pdf,OTHER / NOT KNOWN,Swimming
1768,2003.06.22,22-Jun-2003,2003.0,Unprovoked,USA,Johnston Atoll,,Swimming,M,Left leg bitten,N,Unidentified species,"H. Edwards, GSAF; The Hawaai Channel",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.06.22-Fahey.pdf,OTHER / NOT KNOWN,Swimming
1769,2003.06.19,19-Jun-2003,2003.0,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",Surfing ,M,Hand bitten ,N,"""sand shark""","C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.06.19-White.pdf,OTHER / NOT KNOWN,Surfing
1770,2003.06.08,08-Jun-2003,2003.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,,6 puncture wounds to left ankle,N,Invalid,"S. Petersohn, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.06.08-JD.pdf,INVALID ENTRY,Surfing
1771,2003.06.00,Jun-2003,2003.0,Invalid,USA,South Carolina,"Pawleys Island, Georgetown County",Swimming,F,Foot lacerated,UNKNOWN,Shark involvement not confirmed,J. Eager,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.06.00-PawleysIsland.pdf,OTHER / NOT KNOWN,Swimming
1772,2003.05.25,25-May-2003,2003.0,Unprovoked,USA,Florida,"Coral Cove Park, Jupiter Inlet, Palm Beach County",Surfing,M,Left foot lacerated,N,Invalid,Local 6 News,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.05.25-Kildosher.pdf,INVALID ENTRY,Surfing
1773,2003.05.14,14-May-2003,2003.0,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County ",Wading,M,Left foot bitten,N,3' to 5' shark,"S. Petersohn, GSAF; Orlando Sentinel, 5/16;2003, p.C3",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.05.14-Brust.pdf,OTHER / NOT KNOWN,Wading
1774,2003.05.10,10-May-2003,2003.0,Unprovoked,USA,Hawaii,Between Magic Sands Beach and Kahaluu Beach on the Kona coast,Swimming,M,Right calf & heel bitten,N,1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark,WestHawaiiToday.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.05.10-Paulo.pdf,OTHER / NOT KNOWN,Swimming
1775,2003.05.07,07-May-2003,2003.0,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT,N,4' to 5' shark,"S. Petersohn, GSAF; M. I. Johnson,  Daytona Beach News Journal. 5/8/2003, p.1C; Tampa Tribune, 5/8/2003",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.05.07-Gaskins.pdf,OTHER / NOT KNOWN,Surfing
1776,2003.05.03,03-May-2003,2003.0,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",Walking,F,Laceration to right lower leg,N,Invalid,"S. Petersohn, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.05.03-AJ.pdf,INVALID ENTRY,Walking
1777,2003.05.00,May-2003,2003.0,Unprovoked,PHILIPPINES,Baatan,Limay,NOT SPECIFIED,,Arm severed,N,White shark,"D. Cervantes, Star",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.05.00-Philippines.pdf,White shark,INVALID
1778,2003.04.26,26-Apr-2003,2003.0,Provoked,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Killing  sharks,M,Shallow  lacerations to left  thigh PROVOKED INCIDENT,N,Invalid,"P.M. Lopes, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.04.26-Rio.pdf,INVALID ENTRY,Killing  sharks
1779,2003.04.25,25-Apr-2003,2003.0,Unprovoked,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Swimming ,M,Bitten on finger,N,Invalid,Web ProWire,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.04.25-Marinho.pdf,INVALID ENTRY,Swimming
1780,2003.04.23.b,23-Apr-2003,2003.0,Unprovoked,BRAZIL,Pernambuco,"Pau Amarelo Beach, Paulista District (17 km from Recife)",Surfing,M,"Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation",N,Bull shark,"P. M. Lopes, GSAF; N. Souza da Silva; JC, 4/24/2003",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.04.23.b-Machado.pdf,Bull shark,Surfing
1781,2003.04.23.a,23-Apr-2003,2003.0,Unprovoked,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Swimming,M,Right hand lacerated,N,Invalid,Local 6 News,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.04.23.a-boy.pdf,INVALID ENTRY,Swimming
1782,2003.04.21.b,21-Apr-2003,2003.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County ",Surfing,M,Right leg bitten,N,Unidentified species,"Local 6 News; St. Petersburg Times, 4/22/2003; The Eagle, 4/24/2003 ",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.04.21.b-Sammis.pdf,OTHER / NOT KNOWN,Surfing
1783,2003.04.21.a,21-Apr-2003,2003.0,Unprovoked,USA,Florida,"Shepard Park, Cocoa Beach, Brevard County ",Surfing,M,Survived,N,Unidentified species,"Orlando Sentinel, 4/22/2003, B3",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.04.21.a-surfer.pdf,OTHER / NOT KNOWN,Surfing
1784,2003.04.20.c,20-Apr-2003,2003.0,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,Left foot bitten,N,Unidentified species,"Orlando Sentinel, 4/22/2003, B3
  ",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.04.20.c-Ryan.pdf,OTHER / NOT KNOWN,Surfing
1785,2003.04.20.b,20-Apr-2003,2003.0,Unprovoked,USA,Florida,"Sunglow Pier, Daytona Beach Shores, Volusia County",Surfing,M,Small lacerations to foot,N,0.9 m to 1.2 m [3' to 4'] shark,"S. Petersohn, GSAF; Local6.com; Daytona Beach News-Journal . 4/21/2003, p.1C",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.04.20.b-Albright.pdf,OTHER / NOT KNOWN,Surfing
1786,2003.04.20.a,20-Apr-2003,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Left ankle bitten or right foot,N,Unidentified species,"S. Petersohn, GSAF; Local 6 News; S. Frederick, Daytona Beach News Journal, 4/28/2003, p.1C; Orlando Sentinel, 4/22/2003, p.B3",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.04.20.a-StephenFlowers.pdf,OTHER / NOT KNOWN,Surfing
1787,2003.04.19,19-Apr-2003,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County  ",Jumping,M,Left foot bitten,N,A “small” shark,"S. Petersohn, GSAF; S. Frederick, Daytona Beach News Journal, 4/21/2003, p.1C; J. Waymer, Florida Today (Melbourne), 4/19/2003",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.04.19-SD.pdf,OTHER / NOT KNOWN,Jumping
1788,2003.04.18,18-Apr-2003,2003.0,Unprovoked,USA,Florida,"North Beach, Patrick AFB, Brevard County",Surfing,M,2 lacerations on left thigh,N,Unidentified species,"Local 6 News; Tallahassee Democrat (FL) 4/19/2003; J. Waymer, Florida Today (Melbourne), 4/19/2003 ",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.04.18-PatrickAFB.pdf,OTHER / NOT KNOWN,Surfing
1789,2003.04.15,15-Apr-2003,2003.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Swimming (using a float),M,Left calf lacerated,N,"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee","Florida Today (Melbourne), 4/16/2003; Orlando Sentinel, 4/16/2003, p.B3",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.04.15-Venezuela.pdf,OTHER / NOT KNOWN,Swimming
1790,2003.04.11,11-Apr-2003,2003.0,Unprovoked,VENEZUELA,Nueva Esparta,"El Yaqu, Isla de Margarita",Surfing,M,"Right foot bitten, left leg severed",N,"Mako shark, 3 m [10']","E. Ritter & M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.04.11-YannPerras.pdf,Mako Shark,Surfing
1791,2003.04.09,09-Apr-2003,2003.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,Arm lacerated,N,Invalid,D. Share,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.04.09-Share.pdf,INVALID ENTRY,Surfing
1792,2003.04.04,04-Apr-2003,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Left hand and wrist bitten,N,4' to 5' shark,"S. Petersohn, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.04.04-Jordan.pdf,OTHER / NOT KNOWN,Surfing
1793,2003.03.10,10-Mar-2003,2003.0,Provoked,USA,Florida,"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",Petting captive sharks,F,Hand nipped PROVOKED INCIDENT,N,60 cm [2'] captive shark,"Florida Aquarium; Miami Herald, 3/13/2002 ",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.03.10-Menke.pdf,OTHER / NOT KNOWN,Petting captive sharks
1794,2003.02.27,27-Feb-2003,2003.0,Unprovoked,NEW ZEALAND,Southland,East side of Bench Island in the Foveaux Strait,Scuba diving,M,Arm lacerated (shark made 3 strikes),N,2.5 m [8.25'] white shark,"R.D. Weeks & Mark Marks, GSAF; New Zealand Herald",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.02.27-Kerr.pdf,White shark,Diving
1795,2003.02.15.b,15-Feb-2003,2003.0,Unprovoked,AUSTRALIA,South Australia,"Goolwa Beach, Fleurieu Peninsula",Wading,M,Ankle lacerated,N,"""a small shark""","T. Peake, GSAF, surfsouthoz.com, 3/38/2003",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.02.15.b-Smith.pdf,Other small shark,Wading
1796,2003.02.15.a,15-Feb-2003,2003.0,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Swimming,M,Left hand bitten,N,Species unidentified,"J. Eager, scubaradio.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.02.15.a-Bailey.pdf,OTHER / NOT KNOWN,Swimming
1797,2003.02.11,11-Feb-2003,2003.0,Unprovoked,AUSTRALIA,New South Wales,"Coogee Bay, near Sydney",Swimming,M,"Puncture wounds on heel, legs and buttocks",N,Thought to involve a 2 m [6.75'] grey nurse shark,"T. Peake, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.02.11-Plumridge.pdf,Nurse shark,Swimming
1798,2003.02.08,08-Feb-2003,2003.0,Unprovoked,AUSTRALIA,Queensland,Burleigh Lake on the Gold Coast,Swimming,M,FATAL,Y,Thought to involve a >2 m [6.75'] bull shark,"T. Peake, GSAF; Sunday Territorian, 2/9/2003, p.9",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.02.08-Purcell.pdf,Bull shark,Swimming
1799,2003.01.17,17-Jan-2003,2003.0,Invalid,SOUTH AFRICA,Western Cape Province,"Near the lagoon at Table View, Cape Peninsula",Unknown,M,Probable scavenging. The boy disappeared while at the beach on January 1st. His decomposed shark-bitten body washed ashore January 17th,UNKNOWN,Shark involvement prior to death was not confirmed,IOL.co.za,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.01.17-scavenging.pdf,OTHER / NOT KNOWN,Unknown
1800,2003.01.03,03-Jan-2003,2003.0,Unprovoked,COSTA RICA,North Pacific coast,Playa Tamarindo ,Surfing,M,Lower right leg lacerated,N,"Bull shark, 7'",A.M. Costa Rica,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.01.03-Menking.pdf,Bull shark,Surfing
1801,2003.01.02,02-Jan-2003,2003.0,Unprovoked,AUSTRALIA,Western Australia,Left break at the ‘Hot Spot’ at Sheringa Beach,Surfing,F,"No injury, but her surfboard was bitten",N,"Bronze whaler shark, 2.5 m [8.25'] ","T. Peake, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2003.01.02-Eason.pdf,Bronze whaler shark,Surfing
1802,2002.12.29,29-Dec-2002,2002.0,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef  (near Upolu Bay),Snorkeling,F,Left arm lacerated,N,Reported to involve a hammerhead shark,"T. Peake, GSAF; Mercury (Hobart), 12/30/2002, p.10",http://sharkattackfile.net/spreadsheets/pdf_directory/2002.12.29-Schellekens.pdf,Hammerhead shark,Snorkeling
1803,2002.12.24,24-Dec-2002,2002.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Scarborough,Snorkeling,M,Forearms lacerated,N,"White shark, 4 m white shark",IOL.co.za,http://sharkattackfile.net/spreadsheets/pdf_directory/2002.12.24-Bovim.pdf,White shark,Snorkeling
1804,2002.12.21,21-Dec-2002,2002.0,Unprovoked,AUSTRALIA,Queensland,Depth of 40 m on the wreck of the St. Paul off Brisbane,Scuba diving,M,Groin bitten,N,"Wobbegong shark, 1m",GC Online. Note: same diver's swim fin was bitten 3 weeks earlier by a 2 m [6.75'] wobbegong shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2002.12.21-Hennessey.pdf,Wobbegong shark,Diving
